sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
64,10977,800,620,360,618,254,,,baseline
65,11077,800,618,364,620,100,,,baseline
66,11214,800,620,360,618,137,,,baseline
67,11347,800,618,364,470,133,,,baseline
68,11582,800,470,660,495,235,,,baseline
69,11698,800,495,610,491,116,,,baseline
70,11823,800,491,618,492,125,,,baseline
71,11956,800,492,616,491,133,,,baseline
72,12191,800,491,618,492,235,,,baseline
73,12310,800,492,616,491,119,,,baseline
74,12434,800,491,618,492,124,,,baseline
75,12553,800,492,616,491,119,,,baseline
76,12804,800,491,618,492,251,,,baseline
77,12923,800,492,616,491,119,,,baseline
78,13054,800,491,618,492,131,,,baseline
79,13186,800,492,616,491,132,,,baseline
80,13501,800,491,618,492,315,,,baseline
81,13634,800,492,616,491,133,,,baseline
82,13754,800,491,618,492,120,,,baseline
83,13971,800,492,616,491,217,,,baseline
84,14097,800,491,618,492,126,,,baseline
85,14235,800,492,616,491,138,,,baseline
86,14364,800,491,618,492,129,,,baseline
87,14598,800,492,616,491,234,,,baseline
88,14712,800,491,618,492,114,,,baseline
89,14844,800,492,616,491,132,,,baseline
90,14974,800,491,618,492,130,,,baseline
91,15215,800,492,616,491,241,,,baseline
92,15331,500,491,18,283,116,,,baseline
93,15465,500,283,434,311,134,,,baseline
94,15594,500,311,378,308,129,,,baseline
95,15909,500,308,384,308,315,,,baseline
96,16033,500,308,384,308,124,,,baseline
97,16164,500,308,384,308,131,,,baseline
98,16404,500,308,384,308,240,,,baseline
99,16523,500,308,384,308,119,,,baseline
100,16656,500,308,384,308,133,,,baseline
101,16784,500,308,384,308,128,,,baseline
102,17032,500,308,384,308,248,,,baseline
103,17142,500,308,384,308,110,,,baseline
104,17276,500,308,384,308,134,,,baseline
105,17406,500,308,384,308,130,,,baseline
106,17648,500,308,384,308,242,,,baseline
107,17776,500,308,384,308,128,,,baseline
108,17904,500,308,384,308,128,,,baseline
109,18024,500,308,384,308,120,,,baseline
110,18358,500,308,384,308,334,,,baseline
111,18486,500,308,384,308,128,,,baseline
112,18619,500,308,384,308,133,,,baseline
113,18864,500,308,384,308,245,,,baseline
114,18981,500,308,384,308,117,,,baseline
115,19114,500,308,384,308,133,,,baseline
116,19244,500,308,384,308,130,,,baseline
117,19486,500,308,384,308,242,,,baseline
118,19605,500,308,384,308,119,,,baseline
119,19735,500,308,384,308,130,,,baseline
120,19865,500,308,384,308,130,,,baseline
121,20116,500,308,384,308,251,,,baseline
122,20223,500,308,384,308,107,,,baseline
123,20347,500,308,384,308,124,,,baseline
124,20495,500,308,384,308,148,,,baseline
125,20716,500,308,384,308,221,,,baseline
126,20833,500,308,384,308,117,,,baseline
127,20964,500,308,384,308,131,,,baseline
128,21094,500,308,384,308,130,,,baseline
129,21334,500,308,384,308,240,,,baseline
130,21452,500,308,384,308,118,,,baseline
131,21585,500,308,384,308,133,,,baseline
132,21714,500,308,384,308,129,,,baseline
133,21956,500,308,384,308,242,,,baseline
134,22067,500,308,384,308,111,,,baseline
135,22205,500,308,384,308,138,,,baseline
136,22335,500,308,384,308,130,,,baseline
137,22658,500,308,384,308,323,,,baseline
138,22785,500,308,384,308,127,,,baseline
139,22916,500,308,384,308,131,,,baseline
140,23170,500,308,384,308,254,,,baseline
141,23273,500,308,384,308,103,,,baseline
142,23399,500,308,384,308,126,,,baseline
143,23544,500,308,384,308,145,,,baseline
144,23788,500,308,384,308,244,,,baseline
145,23891,500,308,384,308,103,,,baseline
146,24029,500,308,384,308,138,,,baseline
147,24155,500,308,384,308,126,,,baseline
148,24405,500,308,384,308,250,,,baseline
149,24522,500,308,384,308,117,,,baseline
150,24656,500,308,384,308,134,,,baseline
151,24785,500,308,384,308,129,,,baseline
152,25018,500,308,384,308,233,,,baseline
153,25127,500,308,384,308,109,,,baseline
154,25276,500,308,384,308,149,,,baseline
155,25410,500,308,384,308,134,,,baseline
156,25650,500,308,384,308,240,,,baseline
157,25761,500,308,384,308,111,,,baseline
158,25886,500,308,384,308,125,,,baseline
159,26025,500,308,384,308,139,,,baseline
160,26254,500,308,384,308,229,,,baseline
161,26373,500,308,384,308,119,,,baseline
162,26505,500,308,384,308,132,,,baseline
163,26637,500,308,384,308,132,,,baseline
164,26877,500,308,384,308,240,,,baseline
165,26991,500,308,384,308,114,,,baseline
166,27125,500,308,384,308,134,,,baseline
167,27257,500,308,384,308,132,,,baseline
168,27505,500,308,384,308,248,,,baseline
169,27624,500,308,384,308,119,,,baseline
170,27757,500,308,384,308,133,,,baseline
171,27886,500,308,384,308,129,,,baseline
172,28131,500,308,384,308,245,,,baseline
173,28252,500,308,384,308,121,,,baseline
174,28385,500,308,384,308,133,,,baseline
175,28516,500,308,384,308,131,,,baseline
176,28757,500,308,384,308,241,,,baseline
177,28875,500,308,384,308,118,,,baseline
178,29006,500,308,384,308,131,,,baseline
179,29138,500,308,384,308,132,,,baseline
180,29379,500,308,384,308,241,,,baseline
181,29490,500,308,384,308,111,,,baseline
182,29631,500,308,384,308,141,,,baseline
183,29765,500,308,384,308,134,,,baseline
184,29972,500,308,384,308,207,,,baseline
185,30087,500,308,384,308,115,,,baseline
186,30216,500,308,384,308,129,,,baseline
187,30348,500,308,384,308,132,,,baseline
188,30586,500,308,384,308,238,,,baseline
189,30701,500,308,384,308,115,,,baseline
190,30836,500,308,384,308,135,,,baseline
191,30966,500,308,384,308,130,,,baseline
192,31210,500,308,384,308,244,,,baseline
193,31321,500,308,384,308,111,,,baseline
194,31456,500,308,384,308,135,,,baseline
195,31585,500,308,384,308,129,,,baseline
196,31809,500,308,384,308,224,,,baseline
197,31917,500,308,384,308,108,,,baseline
198,32058,500,308,384,308,141,,,baseline
199,32186,500,308,384,308,128,,,baseline
200,32433,500,308,384,308,247,,,baseline
201,32552,500,308,384,308,119,,,baseline
202,32685,500,308,384,308,133,,,baseline
203,32816,500,308,384,308,131,,,baseline
204,33067,500,308,384,308,251,,,baseline
205,33174,500,308,384,308,107,,,baseline
206,33306,500,308,384,308,132,,,baseline
207,33435,500,308,384,308,129,,,baseline
208,33752,500,308,384,308,317,,,baseline
209,33885,500,308,384,308,133,,,baseline
210,34005,500,308,384,308,120,,,baseline
211,34261,500,308,384,308,256,,,baseline
212,34372,500,308,384,308,111,,,baseline
213,34507,500,308,384,308,135,,,baseline
214,34636,500,308,384,308,129,,,baseline
215,34886,500,308,384,308,250,,,baseline
216,35009,500,308,384,308,123,,,baseline
