sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
134,21726,500,308,384,308,247,,,baseline
135,21836,500,308,384,308,110,,,baseline
136,21968,500,308,384,308,132,,,baseline
137,22097,500,308,384,308,129,,,baseline
138,22423,500,308,384,308,326,,,baseline
139,22549,500,308,384,308,126,,,baseline
140,22680,500,308,384,308,131,,,baseline
141,23002,500,308,384,308,322,,,baseline
142,23127,500,308,384,308,125,,,baseline
143,23257,500,308,384,308,130,,,baseline
144,23514,500,308,384,308,257,,,baseline
145,23626,500,308,384,308,112,,,baseline
146,23757,500,308,384,308,131,,,baseline
147,23890,500,308,384,308,133,,,baseline
148,24109,500,308,384,308,219,,,baseline
149,24226,500,308,384,308,117,,,baseline
150,24358,500,308,384,308,132,,,baseline
151,24488,500,308,384,308,130,,,baseline
152,24741,500,308,384,308,253,,,baseline
153,24845,500,308,384,308,104,,,baseline
154,24978,500,308,384,308,133,,,baseline
155,25107,500,308,384,308,129,,,baseline
156,25356,500,308,384,308,249,,,baseline
157,25474,500,308,384,308,118,,,baseline
158,25608,500,308,384,308,134,,,baseline
159,25737,500,308,384,308,129,,,baseline
160,25985,500,308,384,308,248,,,baseline
161,26104,500,308,384,308,119,,,baseline
162,26240,500,308,384,308,136,,,baseline
163,26367,500,308,384,308,127,,,baseline
164,26595,500,308,384,308,228,,,baseline
165,26716,500,308,384,308,121,,,baseline
166,26847,500,308,384,308,131,,,baseline
167,26978,500,308,384,308,131,,,baseline
168,27241,500,308,384,308,263,,,baseline
169,27345,500,308,384,308,104,,,baseline
170,27478,500,308,384,308,133,,,baseline
171,27608,500,308,384,308,130,,,baseline
172,27847,500,308,384,308,239,,,baseline
173,27964,500,308,384,308,117,,,baseline
174,28098,500,308,384,308,134,,,baseline
175,28228,500,308,384,308,130,,,baseline
176,28456,500,308,384,308,228,,,baseline
177,28573,500,308,384,308,117,,,baseline
178,28711,500,308,384,308,138,,,baseline
179,28838,500,308,384,308,127,,,baseline
180,29086,500,308,384,308,248,,,baseline
181,29206,500,308,384,308,120,,,baseline
182,29341,500,308,384,308,135,,,baseline
183,29477,500,308,384,308,136,,,baseline
184,29709,500,308,384,308,232,,,baseline
185,29830,500,308,384,308,121,,,baseline
186,29959,500,308,384,308,129,,,baseline
187,30088,500,308,384,308,129,,,baseline
188,30338,500,308,384,308,250,,,baseline
189,30450,500,308,384,308,112,,,baseline
190,30589,500,308,384,308,139,,,baseline
191,30718,500,308,384,308,129,,,baseline
192,30967,500,308,384,308,249,,,baseline
193,31083,500,308,384,308,116,,,baseline
194,31224,500,308,384,308,141,,,baseline
195,31347,500,308,384,308,123,,,baseline
196,31600,500,308,384,308,253,,,baseline
197,31715,500,308,384,308,115,,,baseline
198,31847,500,308,384,308,132,,,baseline
199,31977,500,308,384,308,130,,,baseline
200,32226,500,308,384,308,249,,,baseline
201,32345,500,308,384,308,119,,,baseline
202,32476,500,308,384,308,131,,,baseline
203,32608,500,308,384,308,132,,,baseline
204,32853,500,308,384,308,245,,,baseline
205,32965,500,308,384,308,112,,,baseline
206,33097,500,308,384,308,132,,,baseline
207,33228,500,308,384,308,131,,,baseline
208,33471,500,308,384,308,243,,,baseline
209,33584,500,308,384,308,113,,,baseline
210,33718,500,308,384,308,134,,,baseline
211,33848,500,308,384,308,130,,,baseline
212,34097,500,308,384,308,249,,,baseline
213,34215,500,308,384,308,118,,,baseline
214,34349,500,308,384,308,134,,,baseline
215,34478,500,308,384,308,129,,,baseline
216,34721,500,308,384,308,243,,,baseline
217,34833,500,308,384,308,112,,,baseline
218,34968,500,308,384,308,135,,,baseline
219,35098,500,308,384,308,130,,,baseline
220,35344,500,308,384,308,246,,,baseline
221,35464,500,308,384,308,120,,,baseline
