sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
58,8515,800,813,651,813,131,651.0,7911,ai
59,8645,800,813,651,813,130,651.0,8342,ai
60,8774,800,813,651,813,129,651.0,8614,ai
61,8905,800,813,650,812,131,650.0,7782,ai
62,9034,800,812,649,811,129,649.0,8073,ai
63,9163,800,811,646,811,129,646.0,8192,ai
64,9293,800,811,648,811,130,648.0,8529,ai
65,9425,800,811,649,812,132,649.0,8293,ai
66,9555,800,812,646,810,130,646.0,8418,ai
67,9685,800,810,647,810,130,647.0,8010,ai
68,9815,800,810,646,810,130,646.0,8010,ai
69,9944,800,810,644,809,129,644.0,7924,ai
70,10075,800,809,645,809,131,645.0,9239,ai
71,10205,800,809,644,809,130,644.0,7639,ai
72,10505,800,809,646,809,300,646.0,13095,ai
73,10657,800,809,647,810,152,647.0,9913,ai
74,10765,800,810,657,814,108,657.0,8020,ai
75,10897,800,814,651,813,132,651.0,8229,ai
76,11220,800,813,659,816,323,659.0,8122,ai
77,11350,800,816,657,667,130,657.0,8285,ai
78,11484,800,667,871,670,134,871.0,7487,ai
79,11807,800,670,1000,717,323,1000.0,13127,ai
80,11935,800,717,1000,740,128,1000.0,8355,ai
81,12235,800,740,1000,751,300,1000.0,7761,ai
82,12373,800,751,1000,756,138,1000.0,9107,ai
83,12503,800,756,1000,758,130,1000.0,7625,ai
84,12804,800,758,1000,759,301,1000.0,7548,ai
85,12943,800,759,999,759,139,999.0,8099,ai
86,13072,800,759,998,758,129,998.0,7987,ai
87,13203,800,758,997,758,131,997.0,9093,ai
88,13549,800,758,997,758,346,997.0,7352,ai
89,13675,800,758,997,758,126,997.0,8501,ai
90,13804,800,758,997,758,129,997.0,7435,ai
91,14125,800,758,997,758,321,997.0,8952,ai
92,14252,800,758,997,758,127,997.0,7512,ai
93,14384,800,758,997,758,132,997.0,9400,ai
94,14705,800,758,996,758,321,996.0,12581,ai
95,14832,800,758,995,757,127,995.0,7770,ai
96,14962,800,757,996,757,130,996.0,7225,ai
97,15292,800,757,998,758,330,998.0,12349,ai
98,15424,500,758,638,633,132,638.0,8035,ai
99,15553,500,633,794,626,129,794.0,8480,ai
100,15887,500,626,642,569,334,642.0,6906,ai
101,16017,500,569,706,563,130,706.0,8176,ai
102,16322,500,563,650,540,305,650.0,7716,ai
103,16453,500,540,663,534,131,663.0,7802,ai
104,16588,500,534,646,524,135,646.0,7963,ai
105,16875,500,524,643,518,287,643.0,7187,ai
106,17024,500,518,640,513,149,640.0,7115,ai
107,17135,500,513,638,510,111,638.0,9366,ai
108,17437,500,510,637,508,302,637.0,7074,ai
109,17599,500,508,636,507,162,636.0,9175,ai
110,17721,500,507,636,507,122,636.0,9084,ai
111,18022,500,507,635,506,301,635.0,8073,ai
112,18173,500,506,635,506,151,635.0,10233,ai
113,18283,500,506,635,506,110,635.0,7885,ai
114,18583,500,506,634,505,300,634.0,10487,ai
115,18746,500,505,635,505,163,635.0,7730,ai
116,18853,500,505,635,505,107,635.0,8241,ai
117,19166,500,505,635,505,313,635.0,7775,ai
118,19327,500,505,635,505,161,635.0,7955,ai
119,19433,500,505,635,505,106,635.0,8225,ai
120,19736,500,505,635,505,303,635.0,7263,ai
121,19874,500,505,635,505,138,635.0,8753,ai
122,20004,500,505,635,505,130,635.0,8388,ai
123,20305,500,505,635,505,301,635.0,7165,ai
124,20451,500,505,635,505,146,635.0,9509,ai
125,20566,500,505,635,505,115,635.0,8454,ai
126,20871,500,505,635,505,305,635.0,9787,ai
127,21006,500,505,635,505,135,635.0,8237,ai
128,21132,500,505,635,505,126,635.0,7965,ai
129,21437,500,505,635,505,305,635.0,7542,ai
130,21578,500,505,635,505,141,635.0,8206,ai
131,21704,500,505,635,505,126,635.0,8248,ai
132,22012,500,505,635,505,308,635.0,7736,ai
133,22144,500,505,635,505,132,635.0,8260,ai
134,22273,500,505,635,505,129,635.0,7701,ai
135,22573,500,505,635,505,300,635.0,8391,ai
136,22721,500,505,634,505,148,634.0,8191,ai
137,22834,500,505,633,504,113,633.0,7837,ai
138,23157,500,504,631,503,323,631.0,7092,ai
139,23313,500,503,632,503,156,632.0,8420,ai
140,23424,500,503,633,503,111,633.0,7958,ai
141,23705,500,503,633,503,281,633.0,6596,ai
142,23854,500,503,633,503,149,633.0,7574,ai
143,23967,500,503,633,503,113,633.0,7840,ai
144,24272,500,503,633,503,305,633.0,7882,ai
145,24404,500,503,633,503,132,633.0,8302,ai
146,24532,500,503,633,503,128,633.0,10020,ai
147,24836,500,503,633,503,304,633.0,7044,ai
148,24975,500,503,633,503,139,633.0,7881,ai
149,25103,500,503,633,503,128,633.0,8190,ai
150,25403,500,503,633,503,300,633.0,7909,ai
151,25554,500,503,633,503,151,633.0,8021,ai
152,25664,500,503,633,503,110,633.0,7687,ai
153,25953,500,503,633,503,289,633.0,7496,ai
154,26113,500,503,633,503,160,633.0,7757,ai
155,26225,500,503,633,503,112,633.0,8425,ai
156,26529,500,503,632,503,304,632.0,6634,ai
157,26686,500,503,628,501,157,628.0,7659,ai
158,26794,500,501,627,500,108,627.0,7925,ai
159,27089,500,500,623,498,295,623.0,7370,ai
160,27243,500,498,627,499,154,627.0,7794,ai
161,27355,500,499,625,499,112,625.0,7401,ai
162,27649,500,499,624,498,294,624.0,6903,ai
163,27801,500,498,625,498,152,625.0,7831,ai
164,27914,500,498,625,498,113,625.0,7353,ai
165,28220,500,498,625,498,306,625.0,8020,ai
166,28356,500,498,625,498,136,625.0,12450,ai
167,28490,500,498,625,498,134,625.0,8343,ai
168,28790,500,498,625,498,300,625.0,7977,ai
169,28940,500,498,625,498,150,625.0,9486,ai
170,29077,500,498,625,498,137,625.0,9045,ai
171,29392,500,498,625,498,315,625.0,7816,ai
172,29555,500,498,625,498,163,625.0,8089,ai
173,29665,500,498,625,498,110,625.0,8153,ai
174,29968,500,498,625,498,303,625.0,7952,ai
175,30106,500,498,625,498,138,625.0,7765,ai
176,30240,500,498,625,498,134,625.0,8327,ai
177,30525,500,498,625,498,285,625.0,7934,ai
178,30686,500,498,625,498,161,625.0,8518,ai
179,30796,500,498,625,498,110,625.0,8769,ai
180,31106,500,498,625,498,310,625.0,7984,ai
181,31233,500,498,625,498,127,625.0,8141,ai
182,31363,500,498,625,498,130,625.0,7863,ai
183,31666,500,498,625,498,303,625.0,7684,ai
184,31811,500,498,625,498,145,625.0,7471,ai
185,31923,500,498,625,498,112,625.0,7691,ai
186,32224,500,498,625,498,301,625.0,7728,ai
187,32373,500,498,625,498,149,625.0,7514,ai
188,32484,500,498,625,498,111,625.0,7753,ai
189,32784,500,498,625,498,300,625.0,7755,ai
190,32931,500,498,625,498,147,625.0,7556,ai
191,33064,500,498,625,498,133,625.0,8315,ai
192,33377,500,498,625,498,313,625.0,7797,ai
193,33542,500,498,625,498,165,625.0,7536,ai
194,33654,500,498,625,498,112,625.0,8009,ai
195,33955,500,498,625,498,301,625.0,7572,ai
196,34094,500,498,625,498,139,625.0,7639,ai
197,34223,500,498,625,498,129,625.0,7191,ai
198,34525,500,498,625,498,302,625.0,10177,ai
199,34664,500,498,625,498,139,625.0,8009,ai
200,34793,500,498,625,498,129,625.0,10096,ai
201,35096,500,498,625,498,303,625.0,8045,ai
202,35237,500,498,625,498,141,625.0,7635,ai
